名称,地址,经纬度,电话,省份,城市,区县
臻品沙龙(冠亚广场店),八一七北路冠亚广场3号楼222号,"119.300948,26.077920",13805080423,福建省,福州市,鼓楼区
古月形象设计(大儒世家花园四区店),大儒世家花园四区原厝路92号,"119.252082,26.087885",15060001619,福建省,福州市,鼓楼区
思托拉假发超市(华商楼店),安泰街道八一七中路11号君临盛世茶亭A区地块二商业综合楼1层02店面,"119.302777,26.075892",0591-87644699;15659302255,福建省,福州市,鼓楼区
壹丝快剪美发(市直湖前小区店),市直湖前小区江厝路80-57(冰城小串旁边),"119.293719,26.113521",15960086310,福建省,福州市,鼓楼区
秀艺美发(东水路店),东水路阳光城14号,"119.314462,26.082290",13696884986,福建省,福州市,鼓楼区
S梳剪城(庆城店),井大路庆城花园3座2层,"119.304660,26.088638",0591-87534562;18305952951,福建省,福州市,鼓楼区
Allen造型,五四路华晨国际南楼17楼1019,"119.305850,26.096264",13805097387,福建省,福州市,鼓楼区
太阳城时尚造型,杨桥西路244号,"119.256214,26.077609",13609555945;15960193151,福建省,福州市,鼓楼区
秀艺美发连锁(中城·名仕汇店),闽都地铁站B口步行230米,"119.318824,26.078220",0591-87562661;18750761257,福建省,福州市,鼓楼区
美佳理烫染(光荣路小区店),光荣路60-32号(陆庄地铁站B西北口步行490米),"119.282953,26.086531",13174527115,福建省,福州市,鼓楼区
DF10元快剪,鼓西路181号店面,"119.294310,26.088731",15859046609,福建省,福州市,鼓楼区
大众快剪(太阳城店)(专业收长头发),杨桥西路太阳城268号A区店,"119.255696,26.077694",13559136918,福建省,福州市,鼓楼区
小珍理发店,水涧新村9号楼,"119.313222,26.079909",15959001302,福建省,福州市,鼓楼区
拾光造型,福飞南路65号时光造型,"119.294275,26.102092",15860820400,福建省,福州市,鼓楼区
璐璐染吧美甲纹绣(龙泉社区店),三角井崎上路13号,"119.289917,26.101772",13685008982,福建省,福州市,鼓楼区
头等舱·印象美发沙龙,鼓西街道西洪路64-1号头等舱·印象美发沙龙,"119.286855,26.086187",13675010989,福建省,福州市,鼓楼区
聚典·造型,西洪新村23座1层6号店面,"119.277454,26.082565",15396145756,福建省,福州市,鼓楼区
唯美style造型(灵响小区店),道山路212号,"119.292474,26.076423",13774567344,福建省,福州市,鼓楼区
蛋蛋美容美发工作室(鸿源天城店),华林路246-248号鸿源天城,"119.310693,26.103571",15980160751,福建省,福州市,鼓楼区
阿宋造型会所,白马路与道山路交叉路口文庭雅居219-18,"119.291131,26.076405",13489999332,福建省,福州市,鼓楼区
永誠美业,安泰中心B-37(南门兜地铁站A1/E口步行360米),"119.301329,26.081391",13960777009,福建省,福州市,鼓楼区
拾缘快剪(037海潮路店),六一中路90号福田宜家,"119.318909,26.071721",15005000600,福建省,福州市,鼓楼区
军嫂理发店,铜盘路永辉超市旁,"119.282025,26.102675",18959106310,福建省,福州市,鼓楼区
剪悦造型(鼓西路),鼓西路143号,"119.295964,26.088908",15659736008,福建省,福州市,鼓楼区
探索时尚造型(六一中路店),六一中路90号福田宜家(闽都地铁站D口步行390米),"119.319251,26.071776",18750112827,福建省,福州市,鼓楼区
素感造型,后县路10号,"119.278340,26.087823",17326500779,福建省,福州市,鼓楼区
晨钟美发造型工作室(馨泉公寓店),金泉路20号馨泉公寓,"119.312236,26.091899",[],福建省,福州市,鼓楼区
拾缘快剪(树兜店),树汤路12号(树兜地铁站D东南口步行360米),"119.309067,26.100803",[],福建省,福州市,鼓楼区
久东形象(蔚蓝国际店),温泉街道树汤路9-2(树兜地铁站D东南口步行420米),"119.309155,26.100314",18759187321,福建省,福州市,鼓楼区
木沙造型(中茵花城店),洪山镇首凤路中茵花城7号楼8号店,"119.279393,26.067197",15859029520,福建省,福州市,鼓楼区
明珠造型(碧玉花园店),东泰路172号,"119.303025,26.083225",13950413632,福建省,福州市,鼓楼区
21G美业(金冠花园店),华屏路金冠花园3号楼,"119.299781,26.106463",13799933663,福建省,福州市,鼓楼区
首艺形象沙龙(梅兰路店),洪山镇梁厝路65号,"119.255099,26.083141",13696389757;13696839757,福建省,福州市,鼓楼区
星期五沙龙(嘉华新城店),观风亭街嘉华新城一层34号,"119.302246,26.095809",17706909227,福建省,福州市,鼓楼区
莱卡约美发,梅峰路1号大儒世家公馆一层6-10店面(肯德基后面),"119.260775,26.091788",13625083733,福建省,福州市,鼓楼区
罗兰士美发沙龙(五四路店),五四路70号(省二人民医院后门),"119.305125,26.095725",13655086562;18060753723,福建省,福州市,鼓楼区
紫罗兰美容美体养生SPA(湖前店),江厝路市直湖前小区步行街80-16号店,"119.293979,26.114044",[],福建省,福州市,鼓楼区
2018星秀造型,北环中路81号北江新村,"119.301492,26.108310",15959149720,福建省,福州市,鼓楼区
轻术造型(朗园店),大儒世家朗园五号楼七号店33-25,"119.257795,26.088427",18250494412,福建省,福州市,鼓楼区
剪匠(织缎巷),东泰路144号军门社区东区,"119.302914,26.082654",13959183015,福建省,福州市,鼓楼区
星辰HAIR SALON(屏东城西区店),华屏路25-15号,"119.300928,26.102695",19859135175,福建省,福州市,鼓楼区
旧米仓美发店,鼓西路164号旧米仓新村,"119.294710,26.089031",[],福建省,福州市,鼓楼区
哈拉少男士理发店Barbershop(三山大厦店),东街59号三山大厦北楼F7层,"119.304767,26.085974",[],福建省,福州市,鼓楼区
Clim's Haircut男士理发(灵响新村店),南街街道灵响路2号Clims Haircut,"119.294462,26.078618",17305906020,福建省,福州市,鼓楼区
Sagee Barbershop男士理发店,黎明街46号兴园新村综合楼1-2号,"119.286585,26.073429",13123322591,福建省,福州市,鼓楼区
孟平理发店,观风亭街99号七海花园5座D002,"119.302528,26.097345",15005951684,福建省,福州市,鼓楼区
艺风美发,温泉路5-3号,"119.310398,26.088208",[],福建省,福州市,鼓楼区
温泉理发店(永安街店),温泉街道永安街2号,"119.307640,26.089381",13655033098,福建省,福州市,鼓楼区
精艺美发(卫前街店),卫前街18-22号卫前里新村,"119.303131,26.088515",13696863920,福建省,福州市,鼓楼区
QC快剪,达明路138号达明新村,"119.294217,26.088074",13328388992,福建省,福州市,鼓楼区
及米美发,杨桥中路34号店面(西门地铁站B西北口步行180米),"119.288060,26.084577",[],福建省,福州市,鼓楼区
快剪理发(海景花园店),天骐路11号海景花园,"119.279688,26.100245",[],福建省,福州市,鼓楼区
兴如美发屋(建闽大厦店),东大路大营街5号(东门地铁站B西北口步行140米),"119.312819,26.087719",[],福建省,福州市,鼓楼区
佳曼丝JM造型,铜盘路与铜益路交叉口南140米,"119.276874,26.109061",13675051588,福建省,福州市,鼓楼区
拾缘快剪,温泉路35号温泉苑,"119.310328,26.090178",[],福建省,福州市,鼓楼区
拾缘快剪,温泉支路64号金龙新村,"119.314728,26.091000",[],福建省,福州市,鼓楼区
HOME HAIR合木(泰禾广场店),东二环泰禾新天地12号楼102,"119.333792,26.091562",0591-83800711,福建省,福州市,晋安区
Myhair Salon 福州泰禾店,岳峰镇连江北路东二环泰禾广场西区二期20号楼210号,"119.333982,26.091381",0591-87958515,福建省,福州市,晋安区
期五新生代男士发型(世欧广场店),世欧广场北区B1层A3-B1-1店铺(1号门星巴克楼下),"119.326857,26.071794",19005916050,福建省,福州市,晋安区
叁仟先生男士理发(世欧店),王庄街道晋连路20号世欧王庄城C-a3地块2层05商铺,"119.326330,26.071762",15359181608,福建省,福州市,晋安区
叁仟先生男士理发(福州泰禾广场店),竹屿路6号福州泰禾广场20号楼1层03商铺,"119.334627,26.091455",15980291598,福建省,福州市,晋安区
期五新生代男士发型(泰禾广场店),竹屿路6号泰禾广场西区F1层,"119.334125,26.091702",19906903809,福建省,福州市,晋安区
93M国潮男士(东泰禾店),岳峰镇东二环泰禾广场19号楼二楼208,"119.335275,26.091225",19870605616,福建省,福州市,晋安区
藤野造型(五四in象店),秀峰路188号五四in象L4层,"119.324930,26.139789",[],福建省,福州市,晋安区
叁仟先生男士理发(五四in象店),新店镇坂中路6号泰禾城市广场(二期)4楼1层11商业蒙自源斜对面,"119.323773,26.140225",15359181608,福建省,福州市,晋安区
美技造型(世欧天虹店),天虹商场二楼2001,"119.326925,26.069375",15980688918,福建省,福州市,晋安区
MOCCI慕紫·烫发·染发(五四in象店),新店镇秀峰路423号五四in象4号门天街二楼海底捞旁边02-03店面,"119.325524,26.139830",13055259807,福建省,福州市,晋安区
MAKE SENSE美可沙龙(世欧天虹店),世欧广场南区天虹百货商场4楼,"119.327425,26.069175",15979092701,福建省,福州市,晋安区
发境造型(泰禾店),竹屿路福州泰禾广场21栋1层115号,"119.334575,26.090975",0591-83321731,福建省,福州市,晋安区
藤野造型(世欧王庄公主塔店),王庄街道公主塔20楼2012-2016房,"119.326273,26.071577",19522849197,福建省,福州市,晋安区
DLM专业接发(泰禾店),泰禾广场8号楼5层512-513,"119.334257,26.092034",13600816644,福建省,福州市,晋安区
立型男士国潮理发馆(东泰禾店),东泰禾水街21号楼一层,"119.334737,26.090837",18559935961,福建省,福州市,晋安区
MOCCi慕紫造型(鼓山沃尔玛店),鼓山镇招贤路盛天现代城62号店,"119.351842,26.069492",13067221600,福建省,福州市,晋安区
峰都美业(金银城广场店),金银城广场82号,"119.298475,26.124090",15859424722,福建省,福州市,晋安区
意象AESTHETIC烫染(世欧广场店),晋连路88号世欧广场北区负一层18/19商铺,"119.326885,26.070758",0591-83313325,福建省,福州市,晋安区
蓝调造型(稻田店),五四北郭前路65-1号(果岭生活西南门东南80米),"119.313516,26.130341",17805929951,福建省,福州市,晋安区
SO HAIR(世欧广场南区店),长河路88号世欧广场南区B1层,"119.327025,26.069575",15060160326,福建省,福州市,晋安区
8CM专业接发染发(泰禾广场店),福州泰禾广场西区15座101,"119.336023,26.091546",13015716683,福建省,福州市,晋安区
养乌芳本草头疗(三盛果领店),新店镇南平东路(果岭生活)138号店,"119.315156,26.130356",18597705383,福建省,福州市,晋安区
欣知造型,长春路52号(前屿地铁站F西南口步行320米),"119.348106,26.070119",18305999395,福建省,福州市,晋安区
峰都美业(西园店),新店镇西园新苑17号楼1层04,"119.323843,26.117328",15750893631,福建省,福州市,晋安区
诣格·塞巴斯汀(泰禾广场店),"竹屿路6号泰禾广场西区L1层(5号门进入直行30m,扶梯附近)","119.336636,26.090941",13850122351,福建省,福州市,晋安区
流行美(五四in象店),秀峰路188号五四in象B1层,"119.324125,26.140075",13705919264,福建省,福州市,晋安区
宏阳潮色研究所(东泰禾店),横屿路15号东二环泰禾soho广场6号楼15楼08室,"119.335582,26.092472",13795339890,福建省,福州市,晋安区
M1山木造型(福州泰禾广场店),竹屿路6号泰禾广场西区,"119.334453,26.091015",19169424441,福建省,福州市,晋安区
BB儿童理发馆(东二环泰禾广场东区店),东二环泰禾广场东区B1层中庭,"119.339015,26.089887",17262009961,福建省,福州市,晋安区
美技造型(五四in象店),新店镇坂中路6号五四北泰禾广场天街2楼,"119.324768,26.140043",19821935799,福建省,福州市,晋安区
天艺形象(浮村佳园店),浮村佳园南平东路46号二楼04店面,"119.300292,26.125380",15951695551,福建省,福州市,晋安区
欢喜时尚美学馆(泰禾广场店),岳峰镇连江北路东二环泰禾广场SOHO一期9号楼325室,"119.333870,26.091674",[],福建省,福州市,晋安区
苏式造型,鼓山镇前屿东路102号苏式造型,"119.356870,26.067698",18650376880,福建省,福州市,晋安区
钱隆发型(泰禾店),五四北泰禾城市广场4号楼1层,"119.323802,26.140550",0591-88511397,福建省,福州市,晋安区
ONHAIR(东区店),东二环泰禾广场东区一楼L113铺(kk桌球旁),"119.339106,26.090050",17859011994,福建省,福州市,晋安区
U.NI发型专门店,茶会路765号龙湖·天璞5栋04商铺(五里亭地铁站B口步行300米),"119.337973,26.076082",13705042628,福建省,福州市,晋安区
纤尚造型(塔头店),塔头路158号美莱华美整形医院正对面(华美美容医院),"119.321724,26.089583",15280030546,福建省,福州市,晋安区
时尚巴厘专业烫染沙龙(王庄店),讲堂路133号,"119.325591,26.071726",0591-83628219;0591-83628289,福建省,福州市,晋安区
时尚巴厘(海潮店),王庄街道讲堂路134号,"119.325620,26.071102",0591-83628219;0591-83628289,福建省,福州市,晋安区
御发源养发中心,王庄街道长乐中路王庄绎园96号6座1层02店面,"119.326764,26.074534",13457852728,福建省,福州市,晋安区
MJ美发工作室(世欧王庄店),王庄街世欧王庄一区4栋105,"119.325313,26.073076",15280099978,福建省,福州市,晋安区
HK HAIR(战板路店),新店镇战坂路536号万科天空之城,"119.314618,26.142914",18350061450,福建省,福州市,晋安区
雅尚美业(福州晋安区),新店镇秀峰路185号高佳苑3期6号楼1层11店面(枫丹白露小学旁),"119.321583,26.128894",13774593162,福建省,福州市,晋安区
兰蔻私人订制美发连锁专业烫染接发(东泰禾店),岳峰镇竹屿路10号泰禾广场(东二环店)10号楼1027室,"119.336011,26.091955",13489190310,福建省,福州市,晋安区
品恒时尚沙龙(西园店),新店镇西园村西园新苑25座,"119.323795,26.117595",18805906159,福建省,福州市,晋安区
MOCCI慕紫·烫发·染发(东泰禾店),岳峰镇竹屿路6号东二环泰禾广场15号楼2楼,"119.335325,26.091525",15392389517,福建省,福州市,晋安区
一仟艺形象造型(西园新苑2期店),新店镇火车站西园新苑26座,"119.322993,26.117882",13960700089,福建省,福州市,晋安区
百变专业接发(晋安区店),岳峰镇岳后路137号7-1-5号店面,"119.328844,26.094658",13859005536,福建省,福州市,晋安区
V8潮牌接发烫染连锁(金银城广场店),福飞北路80号金银城广场,"119.298504,26.124073",18506037281,福建省,福州市,晋安区
迪可造型美发连锁机构(王庄店),世欧王庄城象园地块D4-3号1层03商业用房,"119.325722,26.066020",13235900811,福建省,福州市,晋安区
新影·铭都造型(枫丹白鹭店),五四北枫丹白鹭城一期14座8号店铺,"119.320425,26.128725",18886888954,福建省,福州市,晋安区
瑞美时尚沙龙(三华花园店),岳峰镇岳峰路13号三华花园13-3,"119.331109,26.083406",0591-87145638;13860602994,福建省,福州市,晋安区
银都造型(王庄荷园店),象园街道长福路155号王庄荷园新区8号楼09号铺头发护理美容美发美发造型发型设计烫染发洗剪吹头发,"119.331324,26.069210",0591-83261622;13788899148;18305955137,福建省,福州市,晋安区
New Fashion发型定制,新店镇坂中路6号五四北泰禾广场4号楼1328室,"119.324052,26.140543",13607512969;17689385357,福建省,福州市,晋安区
奥迪动感形象沙龙(火车站店),火车站商贸城1层26号,"119.317713,26.111262",0591-87573381;13599966997;18396191142,福建省,福州市,晋安区
HG专业烫染造型,茶香路龙湖天耀B1号楼2层230室,"119.344345,26.086542",13850151601,福建省,福州市,晋安区
A+快剪理发店(三角池店),地铁4号线三角池地铁站D口(地铁站内服务台对面),"119.327092,26.091087",15005915661,福建省,福州市,晋安区
SOHAIR(北泰禾店),新店镇秀峰路188号五四in象L1层(东北门附近),"119.325591,26.139726",13541550260,福建省,福州市,晋安区
雅诗芳香(中海锦园店),岳峰镇梅仙街98号中海锦园13号楼112店铺雅诗芳香,"119.319682,26.084552",[],福建省,福州市,晋安区
丝情发艺(紫阳店),王庄街道福马路阳光城二区82号,"119.324252,26.077263",[],福建省,福州市,晋安区
翎里美业(福晟钱隆大第店),讲堂路18号福晟钱隆大第9号楼9层901-905室,"119.325625,26.076075",18305979772,福建省,福州市,晋安区
A+快剪(象峰店)·象峰地铁站内,新店镇地铁1号线象峰站C口负一楼,"119.329659,26.143932",15005915661,福建省,福州市,晋安区
阿仔造型(福马名城B座店),福马名城B座01店面(紫阳地铁站A口步行480米),"119.331367,26.076467",18150800088,福建省,福州市,晋安区
私享空间美发沙龙,茶园路8号实达花园2座10店面,"119.312244,26.104973",18559102763,福建省,福州市,晋安区
灵感造型(桂香街店),塔头路桂香街桂梅小区三座,"119.320555,26.087345",13459146285;15280020130,福建省,福州市,晋安区
奢艺salon(正荣悦榕府二区店),茶园街道北二环东路25-1号正荣悦山居(二区)2A号楼1层17商业,"119.320884,26.104870",18559109345,福建省,福州市,晋安区
墨酷儿童造型(世欧王庄天虹店),长乐路88号世欧王庄天虹百货5楼,"119.327037,26.069296",18950361989,福建省,福州市,晋安区
美发馆(北尚B区店),新店镇秀山路318号北尚新宿花园B区13号楼1层06店面-2,"119.311193,26.133701",18350078865,福建省,福州市,晋安区
爱情魔发造型机构(长安新城店),岳峰路54号,"119.330800,26.083253",13959435219,福建省,福州市,晋安区
乐草元爱丽丝美发(东方水都店),鼓山镇远洋路508号东方水都4座,"119.352425,26.062380",15505907276,福建省,福州市,晋安区
A+快剪理发店(竹屿店),岳峰镇福州地铁4号线竹屿地铁站B1层(近A2口),"119.338475,26.092875",15005915661,福建省,福州市,晋安区
KL9元快剪(融侨东区C区店),融侨东区c区连洋西路48号,"119.342253,26.069868",13599392552,福建省,福州市,晋安区
C欧造型(三木城A区店),岭下路三木A区6栋17号,"119.328708,26.143904",15980665083,福建省,福州市,晋安区
迪可造型美发连锁机构(洋下店),洋下新村时代锦城18号,"119.316149,26.099335",18060526496,福建省,福州市,晋安区
金太郎(福盛店),新店镇南平西路福盛花园一号楼8号店面,"119.298264,26.125018",0591-87955219;13123178019,福建省,福州市,晋安区
友谊男士理发商店,岳峰镇竹屿路6号泰禾广场7号楼8层812号、813号,"119.336276,26.092402",18250458935,福建省,福州市,晋安区
爱丽丝·Alice Salon(福马路店),王庄街道福马路82号阳光城二区15座,"119.324636,26.077189",[],福建省,福州市,晋安区
RUIYA·高定彩妆造型,讲堂路与王庄街交叉口东南60米,"119.326175,26.071675",[],福建省,福州市,晋安区
鲁遇造型·烫发·染发·接发(万科金域时代店),茶园横路8号万科金域时代,"119.315406,26.112353",[],福建省,福州市,晋安区
BF美发沙龙(中海金玺公馆店),中海金玺公馆2-102店面,"119.343035,26.072085",15659039352,福建省,福州市,晋安区
纤手(福州晋安区),福马路420-32(五里亭地铁站B口步行6米),"119.339347,26.074625",13559452665,福建省,福州市,晋安区
韩秀造型(前横路店),鼓山镇红光路373号中辉新苑8号15号,"119.351483,26.075235",13950203210,福建省,福州市,晋安区
梵欧美发工作室(华林上景店),华林上景2号楼03店,"119.315742,26.106364",15959138320,福建省,福州市,晋安区
诣格xMASKMAN男士发型(泰禾广场西区店),竹屿路与横屿路交叉口南100米,"119.337344,26.092085",[],福建省,福州市,晋安区
欣汇造型,王庄街道福马路钱隆首府一号楼03店,"119.328375,26.075525",13799986896,福建省,福州市,晋安区
怡悦美发(新华商场店),岳峰镇福新中路90号新华园1-4号楼新华商场,"119.326200,26.081903",19959928337,福建省,福州市,晋安区
领尚造型沙龙(岳峰南路店),岳峰南路东显花园3号楼,"119.331067,26.078814",18850407611,福建省,福州市,晋安区
CHENCHENG美发(泰禾广场SOHO C5店),岳峰镇化工路东二环泰禾广场二期SOHO写字楼C5座826号,"119.344124,26.090164",15750805002,福建省,福州市,晋安区
品恒美发烫发染发(果岭生活店),南平东路100-9号果岭生活门口六一超市旁边,"119.314083,26.130134",13559928188,福建省,福州市,晋安区
杰克森发型设计(华庆花园店),"塔头路与三八路交叉口,三八路口公交站背后华庆花园小区4号楼01店面","119.326927,26.091986",13696862501,福建省,福州市,晋安区
品恒美发烫发染发(和源居店),鼎屿二路87号,"119.333883,26.077388",[],福建省,福州市,晋安区
女王造型(福峰路店),福峰路133号三盛国际公园长岛区1栋店面,"119.334580,26.142919",13635283655;15005019610,福建省,福州市,晋安区
圣森美业(阳光檀悦店),鼓山镇化工路998号阳光愉景花园(阳光城檀悦)2号楼1层02店面,"119.359364,26.090776",18650484883,福建省,福州市,晋安区
无名时尚造型(西园支路店),西园支路32号西园新苑24号楼一层07号店面,"119.324157,26.117993",15880060001,福建省,福州市,晋安区
鲁遇·形象设计(鲁能公馆店),南平东路668号鲁能公馆11号楼07店面鲁遇形象设计,"119.317992,26.131390",[],福建省,福州市,晋安区
拾缘快剪(塔头店),岳峰镇塔头路57-5号桂香新村14座,"119.319867,26.088408",15790615150,福建省,福州市,晋安区
818美容美发店(金城住宅小区店),新店镇南平西路71号金城住宅小区,"119.295347,26.124953",13763818929,福建省,福州市,晋安区
顾佳美业,新店镇桂山路100号正荣府A1楼1层18商业服务网点,"119.328335,26.114291",13515001195,福建省,福州市,晋安区
X.D沙龙(世欧广场王子塔店),象园街道讲堂路183号世欧广场王子塔3516室,"119.326328,26.068947",15005905969,福建省,福州市,晋安区
时尚形象设计(香槟路店),晋安区茶园香槟路实达花园8号,"119.313365,26.105298",13696680275;13696860275,福建省,福州市,晋安区
首艺造型(环北三村店),茶园街道北环中路280-3号,"119.314556,26.109265",[],福建省,福州市,晋安区
八佰伴·美发(保利香槟店),诚安楼少匠造型(竹屿地铁站C西南口步行290米),"119.335200,26.092032",[],福建省,福州市,晋安区
秀美发艺,火车站沁园支路27号,"119.325472,26.108461",18959198776,福建省,福州市,晋安区
卡尔造型(丰洲园店),岳峰路40-12号丰州园小区后门,"119.330336,26.082808",13960937383,福建省,福州市,晋安区
锦逸星美容美发,新店镇满洋路三木城b区7号楼外围店,"119.322936,26.142244",13960925975,福建省,福州市,晋安区
丝丹美容美发(井源居店),鼎屿一路井源居3栋,"119.333055,26.078574",18506942906,福建省,福州市,晋安区
动力造型(英泰商业中心店),长乐南路英泰商业中心115号,"119.329297,26.064613",13685032182,福建省,福州市,晋安区
818发艺造型(东华苑店),连江北路582号东华苑118楼综合一层号店面818,"119.334317,26.074922",0591-83926931,福建省,福州市,晋安区
超会染·只做染发(三华花园店),岳峰路13号三华花园13座,"119.331132,26.083308",[],福建省,福州市,晋安区
格色风造型(三木·都市田园店),鼓山镇前横南路153号三木都市田园B1座1号店,"119.348238,26.065830",17605015755,福建省,福州市,晋安区
领秀造型(连潘路店),鼓山镇远洋路融侨东区a区58号13座9号店面,"119.340997,26.064811",[],福建省,福州市,晋安区
漂亮人生(世纪东方店),连江北路558号世纪东方,"119.333199,26.077575",[],福建省,福州市,晋安区
创奇造型,王庄街道福临东城7号楼19号店,"119.325933,26.073401",13615050342,福建省,福州市,晋安区
欧风美发工作室(北环中路店),北环中路218-3号,"119.312836,26.109570",13959183690,福建省,福州市,晋安区
简约造型(兴元星辰店),鼓山镇浦墘路19号,"119.356064,26.069287",13075959566,福建省,福州市,晋安区
M6潮剪沙龙(世贸璀璨天城店),世茂·璀璨天城2期北门东90米,"119.340825,26.069075",13850115045,福建省,福州市,晋安区
崇尚造型(福州晋安区),鼓山镇浦墘路316号金辉东景C区20号楼04店面,"119.353841,26.064245",18350170626,福建省,福州市,晋安区
简艺SALON(融侨东区A区店),鼓山镇远洋路58号融侨东区a区6号楼1层05店面,"119.342770,26.065982",15880182070,福建省,福州市,晋安区
你形我塑专业美发(鼓山镇前屿安置商住楼店),福马路453-7号(前屿地铁站B西北口步行270米),"119.348596,26.072805",15806009261,福建省,福州市,晋安区
QC HOME快剪(五四in象店),秀峰路188号五四in象B1层,"119.323625,26.140062",[],福建省,福州市,晋安区
丝缔秀,紫阳商住楼西门西北70米,"119.324764,26.079298",15980696220,福建省,福州市,晋安区
零度造型(世纪金辉小区店),世纪金辉二期49座5号店连福路290号零度造型,"119.355230,26.063028",15960066803,福建省,福州市,晋安区
升美造型(郭前路店),秀山路316号北尚新宿花园12号08店面,"119.311936,26.133935",0591-87955845,福建省,福州市,晋安区
森发型,南平东路235号,"119.313275,26.129325",18905917234,福建省,福州市,晋安区
海岸线专业造型(东二环店),连江北路与南垱路交叉口南140米,"119.330600,26.095384",13599083969,福建省,福州市,晋安区
奕飞美发沙龙,公元大观商住楼C4-4043,"119.348440,26.070068",13609589341,福建省,福州市,晋安区
铭都造型(枫丹白鹭店),新店镇西园路26号奇山新苑1号楼,"119.324673,26.124526",[],福建省,福州市,晋安区
舒曼造型(鼓山大景城店),福马路648号鼓山大景城(上洋地铁站B口步行210米),"119.361726,26.068202",[],福建省,福州市,晋安区
沐野·造型(世欧王庄广场店),世欧王庄公主塔39楼3912,"119.326125,26.071583",13290986438,福建省,福州市,晋安区
铭卡诗·烫发·染发(三盛店),三盛国际公园·上东区东北门西北60米,"119.334062,26.142849",[],福建省,福州市,晋安区
创艺造型(东方纽约店),福光南路260号东方纽约12号楼,"119.355387,26.060966",18506902331,福建省,福州市,晋安区
蓝茜发型设计形象沙龙(西园新苑1期店),茶园街道火车站西园路西园新苑C1期19号楼店面,"119.323239,26.117219",[],福建省,福州市,晋安区
刘先生造型美发店(保利天玺店),战坂路536号天城花园B1楼一层S10店面,"119.312571,26.141564",18649861001,福建省,福州市,晋安区
千丝美造型,国货东路331号英泰商业中心,"119.329225,26.065181",[],福建省,福州市,晋安区
拾缘快剪(岳峰紫阳店),岳峰南路38-1号紫阳新园,"119.330977,26.079904",[],福建省,福州市,晋安区
动感领秀会(泰禾广场店),秀峰路423号五四in象3层L310,"119.324562,26.139500",0591-87766299,福建省,福州市,晋安区
创艺造型(前屿东路店),鼓山镇前屿东路179号福州春天2号03店面,"119.361316,26.065466",18059021630,福建省,福州市,晋安区
喜来屋美业(鹤林新城店),岳峰镇三八路鹤林新城2座102,"119.333701,26.100596",13799421876;15806085028,福建省,福州市,晋安区
轩妮诗研发(融侨东区a区店),鼓山镇远洋路58号融侨东区A区13座08店,"119.340904,26.064811",[],福建省,福州市,晋安区
品恒时尚沙龙(大景城店),鼓山镇福马路大景城3号12店,"119.361774,26.068291",[],福建省,福州市,晋安区
轻术造型(晋安联发君樾府店),晋安区玉井路86号联发君樾府3号楼D105,"119.353828,26.090798",18059466589,福建省,福州市,晋安区
福州市晋安区快简美发店(香开连天花园店),福洋路9号香开连天花园3号楼1层09店,"119.357260,26.090177",18850466485,福建省,福州市,晋安区
六六私人订制美妆造型(泰禾店),东二环泰禾广场8号楼(竹屿地铁站C西南口步行390米),"119.334179,26.092119",[],福建省,福州市,晋安区
古奇造型(晋安北路店),"晋安北路月琯尾街交叉口东南角晋安新村7座105,古奇造型店内绝味鸭脖楼上","119.316852,26.091314",[],福建省,福州市,晋安区
A米商务造型(福州晋安区),岳峰镇鹤林新城1栋,"119.333225,26.100312",[],福建省,福州市,晋安区
钟意造型(世欧王庄十区店),世欧王庄十区象兴路32-18,"119.325152,26.066445",13600899445,福建省,福州市,晋安区
优尚美容美发(新厦店),秀山路康城二期9号15,"119.308241,26.133244",[],福建省,福州市,晋安区
玩美沙龙(鹤林新城店),岳峰镇鹤林新城3号楼105单元,"119.333494,26.100658",[],福建省,福州市,晋安区
老友男士理髪馆,王庄街道华美社区晋连路18号世欧王庄公主塔,"119.326169,26.071683",[],福建省,福州市,晋安区
八佰伴·美发(保利香槟店),保利香槟国际42栋903单元,"119.336838,26.096351",13003835326,福建省,福州市,晋安区
10元快剪,象峰一路51号,"119.331598,26.141769",18359155028,福建省,福州市,晋安区
顶尖时尚造型(五四in象店),坂中路6号五四in象1层,"119.324997,26.140014",15280336075,福建省,福州市,晋安区
予时造型,西庄路与猫岭路交叉口东北80米,"119.291925,26.134975",[],福建省,福州市,晋安区
3AM HAIR SALON烫发染发接发(泰禾广场一店),岳峰镇泰禾广场二期18号楼1层店铺,"119.334676,26.091199",[],福建省,福州市,晋安区
有间·SALON(世茂东望店),塔头支路世茂东望7-115商铺,"119.323226,26.088767",13774553886,福建省,福州市,晋安区
首帅造型美发工作室,鼓山镇长春路前屿新村8号楼69-11店面,"119.347583,26.069209",13960705849,福建省,福州市,晋安区
首艺造型(世欧王庄店),世欧王庄,"119.325018,26.071940",15980726126;18850472411,福建省,福州市,晋安区
PINO品诺美发工作室,南平东路90号二楼,"119.309374,26.128774",15060003971,福建省,福州市,晋安区
阿兵理发店,鼓山镇樟林路5-1号,"119.366339,26.073404",13860372118,福建省,福州市,晋安区
伊朵美容美发(三木花园D区店),远洋路192号三木花园D区,"119.343813,26.063447",15980163853,福建省,福州市,晋安区
MM造型,碧桂园融侨·时代城3号楼,"119.315275,26.117275",13023822348,福建省,福州市,晋安区
